	dinput	filter	forwd	length	nonchim	chim_perc	retained_perc
SRR3053238_1.fastq	43398	43398	42707	42707	41813	2.1	96.3
SRR3053239_1.fastq	26720	26720	26028	26028	25003	3.9	93.6
SRR3053240_1.fastq	37404	37404	36589	36589	35170	3.9	94
SRR3053241_1.fastq	38467	38467	37759	37759	35891	4.9	93.3
SRR3053242_1.fastq	44213	44213	43310	43310	42020	3	95
SRR3053243_1.fastq	29483	29483	28906	28906	27682	4.2	93.9
SRR3053245_1.fastq	42522	42522	41687	41687	40346	3.2	94.9
SRR3053246_1.fastq	51846	51846	51246	51246	49733	3	95.9
SRR3053247_1.fastq	64038	64038	63315	63315	60732	4.1	94.8
SRR3053248_1.fastq	27935	27935	27590	27590	26822	2.8	96
SRR3053249_1.fastq	67938	67938	67242	67242	65356	2.8	96.2
SRR3053250_1.fastq	44876	44876	44339	44339	42907	3.2	95.6
SRR3053251_1.fastq	42091	42091	41597	41597	40830	1.8	97
SRR3053252_1.fastq	29866	29866	29449	29449	28955	1.7	96.9
SRR3053253_1.fastq	33122	33122	32639	32639	31225	4.3	94.3
SRR3053254_1.fastq	37590	37590	37161	37161	35650	4.1	94.8
SRR3053255_1.fastq	29549	29549	29121	29121	27995	3.9	94.7
SRR3053256_1.fastq	48533	48533	47937	47937	45852	4.3	94.5
SRR3053257_1.fastq	50373	50373	49727	49727	47646	4.2	94.6
SRR3053258_1.fastq	31694	31694	31329	31329	31271	0.2	98.7
SRR3053259_1.fastq	41291	41291	40949	40949	40702	0.6	98.6
SRR3053260_1.fastq	21682	21682	21330	21330	20877	2.1	96.3
SRR3053261_1.fastq	40831	40831	40401	40401	38766	4	94.9
SRR3053262_1.fastq	43153	43153	42766	42766	40245	5.9	93.3
SRR3053263_1.fastq	59153	59153	58663	58663	55421	5.5	93.7
SRR3053264_1.fastq	47742	47742	47119	47119	44324	5.9	92.8
SRR3053265_1.fastq	46039	46039	45511	45511	42976	5.6	93.3
SRR3053266_1.fastq	46034	46034	45673	45673	43896	3.9	95.4
SRR3053267_1.fastq	24900	24900	24547	24547	23331	5	93.7
SRR3053268_1.fastq	52281	52281	51653	51653	50024	3.2	95.7
SRR3053269_1.fastq	45719	45719	45161	45161	42197	6.6	92.3
SRR3053270_1.fastq	27604	27604	27226	27226	25458	6.5	92.2
SRR3053271_1.fastq	31026	31026	30647	30647	28179	8.1	90.8
SRR3053272_1.fastq	16663	16663	16410	16410	15037	8.4	90.2
SRR3053274_1.fastq	23143	23143	22890	22890	21463	6.2	92.7
SRR3053275_1.fastq	44193	44193	43777	43777	41421	5.4	93.7
SRR3053276_1.fastq	37105	37105	36594	36594	32535	11.1	87.7
SRR3053277_1.fastq	29320	29320	29005	29005	27567	5	94
SRR3053278_1.fastq	51843	51843	51118	51118	49814	2.6	96.1
SRR3053279_1.fastq	3011	3011	2902	2902	2902	0	96.4
SRR3053280_1.fastq	45110	45110	44397	44397	42752	3.7	94.8
SRR3053281_1.fastq	10413	10413	10048	10048	9269	7.8	89
SRR3053282_1.fastq	24359	24359	23894	23894	22956	3.9	94.2
SRR3053283_1.fastq	25321	25321	24832	24832	22160	10.8	87.5
SRR3053284_1.fastq	42858	42858	42425	42425	42220	0.5	98.5
SRR3053285_1.fastq	30665	30665	30077	30077	27408	8.9	89.4
SRR3053286_1.fastq	38603	38603	38124	38124	37107	2.7	96.1
SRR3053287_1.fastq	42128	42128	41585	41585	40626	2.3	96.4
SRR3053288_1.fastq	23039	23039	22499	22499	21839	2.9	94.8
SRR3053289_1.fastq	66765	66765	66053	66053	64651	2.1	96.8
SRR3053290_1.fastq	48969	48969	48357	48357	47008	2.8	96
SRR3053291_1.fastq	51842	51842	51223	51223	50078	2.2	96.6
SRR3053292_1.fastq	32559	32559	32173	32173	31560	1.9	96.9
SRR3053293_1.fastq	37035	37035	36422	36422	35379	2.9	95.5
SRR3053294_1.fastq	48568	48568	47951	47951	46763	2.5	96.3
SRR3053295_1.fastq	50302	50302	49675	49675	47670	4	94.8
SRR3053296_1.fastq	43763	43763	43246	43246	41998	2.9	96
SRR3053297_1.fastq	48992	48992	48433	48433	47059	2.8	96.1
SRR3053298_1.fastq	53882	53882	53416	53416	52225	2.2	96.9
SRR3053299_1.fastq	34375	34375	34085	34085	33562	1.5	97.6
SRR3053300_1.fastq	52156	52156	51729	51729	49946	3.4	95.8
SRR3053301_1.fastq	55809	55809	55292	55292	53900	2.5	96.6
SRR3053302_1.fastq	32938	32938	32455	32455	31785	2.1	96.5
SRR3053303_1.fastq	49814	49814	49190	49190	48019	2.4	96.4
SRR3053304_1.fastq	33745	33745	33261	33261	32123	3.4	95.2
SRR3053306_1.fastq	39866	39866	39378	39378	37841	3.9	94.9
SRR3053307_1.fastq	43763	43763	43336	43336	41974	3.1	95.9
SRR3053308_1.fastq	42750	42750	42319	42319	41319	2.4	96.7
SRR3053309_1.fastq	42156	42156	41529	41529	40116	3.4	95.2
SRR3053310_1.fastq	32998	32998	32493	32493	31293	3.7	94.8
SRR3053311_1.fastq	22070	22070	21788	21788	20932	3.9	94.8
SRR3053312_1.fastq	23666	23666	23360	23360	22767	2.5	96.2
SRR3053313_1.fastq	39930	39930	39400	39400	38582	2.1	96.6
SRR3053314_1.fastq	32286	32286	31844	31844	29901	6.1	92.6
SRR3053315_1.fastq	54462	54462	53884	53884	52965	1.7	97.3
SRR3053316_1.fastq	30146	30146	29689	29689	29113	1.9	96.6
SRR3053317_1.fastq	28731	28731	28248	28248	27686	2	96.4
SRR3053318_1.fastq	52109	52109	51192	51192	49566	3.2	95.1
SRR3053319_1.fastq	42827	42827	42115	42115	40825	3.1	95.3
SRR3053320_1.fastq	44683	44683	43844	43844	42729	2.5	95.6
SRR3053321_1.fastq	43385	43385	42612	42612	41583	2.4	95.8
SRR3053322_1.fastq	34556	34556	33907	33907	32615	3.8	94.4
SRR3053323_1.fastq	42304	42304	41535	41535	40111	3.4	94.8
SRR3053324_1.fastq	55436	55436	54534	54534	52996	2.8	95.6
SRR3053325_1.fastq	58825	58825	58246	58246	55981	3.9	95.2
SRR3053326_1.fastq	38418	38418	37982	37982	36850	3	95.9
SRR3053327_1.fastq	57821	57821	57245	57245	55464	3.1	95.9
SRR3053328_1.fastq	48168	48168	47617	47617	45499	4.4	94.5
SRR3053329_1.fastq	38378	38378	38026	38026	36097	5.1	94.1
SRR3053331_1.fastq	59125	59125	58451	58451	55856	4.4	94.5
SRR3053332_1.fastq	31410	31410	31058	31058	29237	5.9	93.1
SRR3053333_1.fastq	36607	36607	36240	36240	35492	2.1	97
SRR3053334_1.fastq	46163	46163	45814	45814	45050	1.7	97.6
SRR3053335_1.fastq	22184	22184	21928	21928	21023	4.1	94.8
SRR3053336_1.fastq	40394	40394	39949	39949	38803	2.9	96.1
SRR3053337_1.fastq	40369	40369	40032	40032	39105	2.3	96.9
SRR3053338_1.fastq	52555	52555	52190	52190	51004	2.3	97
SRR3053339_1.fastq	36239	36239	35778	35778	34966	2.3	96.5
SRR3053340_1.fastq	37305	37305	36988	36988	35945	2.8	96.4
SRR3053341_1.fastq	53423	53423	52933	52933	50927	3.8	95.3
SRR3053342_1.fastq	47376	47376	47012	47012	45507	3.2	96.1
SRR3053343_1.fastq	40897	40897	40495	40495	39195	3.2	95.8
SRR3053344_1.fastq	57812	57812	57297	57297	56507	1.4	97.7
SRR3053345_1.fastq	18907	18907	18666	18666	17802	4.6	94.2
SRR3053346_1.fastq	44710	44710	44244	44244	41925	5.2	93.8
SRR3053347_1.fastq	30015	30015	29726	29726	28984	2.5	96.6
SRR3053348_1.fastq	36565	36565	36261	36261	34652	4.4	94.8
SRR3053349_1.fastq	46750	46750	46278	46278	44883	3	96
SRR3053350_1.fastq	51512	51512	50976	50976	49294	3.3	95.7
SRR3053351_1.fastq	53422	53422	52977	52977	51225	3.3	95.9
SRR3053352_1.fastq	29346	29346	28981	28981	28460	1.8	97
SRR3053353_1.fastq	46486	46486	46004	46004	45088	2	97
SRR3053354_1.fastq	30623	30623	30239	30239	29630	2	96.8
SRR3053355_1.fastq	29491	29491	29133	29133	28635	1.7	97.1
SRR3053356_1.fastq	38271	38271	37760	37760	36737	2.7	96
SRR3053357_1.fastq	29110	29110	28587	28587	27940	2.3	96
SRR3053358_1.fastq	40957	40957	40613	40613	40231	0.9	98.2
SRR3053359_1.fastq	55362	55362	54898	54898	54257	1.2	98
SRR3053360_1.fastq	29353	29353	28966	28966	28514	1.6	97.1
SRR3053361_1.fastq	36657	36657	36250	36250	35871	1	97.9
SRR3053362_1.fastq	34013	34013	33536	33536	33028	1.5	97.1
SRR3053380_1.fastq	21682	21682	21372	21372	20911	2.2	96.4
SRR3053386_1.fastq	28861	28861	28463	28463	27766	2.4	96.2
SRR3053387_1.fastq	48335	48335	47756	47756	45210	5.3	93.5
SRR3053388_1.fastq	38249	38249	37892	37892	35303	6.8	92.3
SRR3053389_1.fastq	51582	51582	51112	51112	48172	5.8	93.4
SRR3053390_1.fastq	41410	41410	40981	40981	38319	6.5	92.5
SRR3053391_1.fastq	30515	30515	30029	30029	28231	6	92.5
SRR3053392_1.fastq	52834	52834	52421	52421	51209	2.3	96.9
SRR3053393_1.fastq	43334	43334	42844	42844	42003	2	96.9
SRR3053410_1.fastq	47930	47930	47413	47413	44488	6.2	92.8
SRR3053411_1.fastq	57678	57678	57013	57013	53569	6	92.9
SRR3053434_1.fastq	48830	48830	48325	48325	45873	5.1	93.9
SRR3053458_1.fastq	33810	33810	33423	33423	31794	4.9	94
SRR3053459_1.fastq	6670	6670	6554	6554	5877	10.3	88.1
SRR3053460_1.fastq	32422	32422	32086	32086	30999	3.4	95.6
SRR3053461_1.fastq	46543	46543	46065	46065	42728	7.2	91.8
SRR3053462_1.fastq	41001	41001	40684	40684	39140	3.8	95.5
SRR3053463_1.fastq	44269	44269	43822	43822	42513	3	96
SRR3053488_1.fastq	38115	38115	37620	37620	35994	4.3	94.4
SRR3053489_1.fastq	53936	53936	53449	53449	51397	3.8	95.3
SRR3053511_1.fastq	13340	13340	13162	13162	11383	13.5	85.3
SRR3053512_1.fastq	50516	50516	50039	50039	47943	4.2	94.9
SRR3053535_1.fastq	25283	25283	25017	25017	24198	3.3	95.7
SRR3053536_1.fastq	43079	43079	42715	42715	41066	3.9	95.3
SRR3053537_1.fastq	45746	45746	45307	45307	43777	3.4	95.7
SRR3053538_1.fastq	34766	34766	34414	34414	33048	4	95.1
SRR3053539_1.fastq	44067	44067	43579	43579	41737	4.2	94.7
SRR3053540_1.fastq	38081	38080	37710	37710	36117	4.2	94.8
SRR3053541_1.fastq	27227	27227	27054	27054	27004	0.2	99.2
SRR3053542_1.fastq	43637	43637	43210	43210	41588	3.8	95.3
SRR3053543_1.fastq	27378	27377	27099	27099	26178	3.4	95.6
SRR3053544_1.fastq	35204	35204	34848	34848	33784	3.1	96
